tgl_transaksi,bulan,kode_cabang,nama_cabang,kode_produk,nama_produk,nama_kategori,jumlah_pembelian,nama_kota,kode_propinsi,nama_propinsi,keuntungan
04/02/2020 0:00,2,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000024,bumbu fried chicken,Makanan & Minuman,13,Makassar,P26,Sulawesi Selatan,5330
04/02/2020 0:00,2,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000025,susu kotak 1 l,Makanan & Minuman,15,Makassar,P26,Sulawesi Selatan,7050
05/02/2020 0:00,2,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000033,pulse oximeter 1 buah,Obat & Alat Medis,8,Makassar,P26,Sulawesi Selatan,5600
05/02/2020 0:00,2,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000019,nasi goreng instant (1 ons),Makanan & Minuman,7,Makassar,P26,Sulawesi Selatan,1400
05/02/2020 0:00,2,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000021,kacang goreng 1 kg,Makanan & Minuman,12,Makassar,P26,Sulawesi Selatan,4680
05/02/2020 0:00,2,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000009,rambutan 1 kg,Buah & Sayur,1,Makassar,P26,Sulawesi Selatan,110
05/02/2020 0:00,2,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000013,susu kotak (800 ml),Makanan & Minuman,3,Jakarta Pusat,P32,DKI Jakarta,1620
05/02/2020 0:00,2,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000013,susu kotak (800 ml),Makanan & Minuman,12,Jakarta Pusat,P32,DKI Jakarta,6480
05/02/2020 0:00,2,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000011,semangka 1 buah,Buah & Sayur,15,Jakarta Pusat,P32,DKI Jakarta,450
05/02/2020 0:00,2,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000005,kacang hijau 1 kg,Buah & Sayur,13,Surabaya,P10,Jawa Timur,4420
05/02/2020 0:00,2,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000034,tissue alkohol 1 pak,Obat & Alat Medis,10,Surabaya,P10,Jawa Timur,8800
05/02/2020 0:00,2,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000007,ketimun 1 kg,Buah & Sayur,14,Surabaya,P10,Jawa Timur,2520
06/02/2020 0:00,2,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000001,bawang merah 1kg,Buah & Sayur,20,Surabaya,P10,Jawa Timur,8200
06/02/2020 0:00,2,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000002,bawang putih 1 kg,Buah & Sayur,11,Surabaya,P10,Jawa Timur,1870
06/02/2020 0:00,2,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000021,kacang goreng 1 kg,Makanan & Minuman,12,Surabaya,P10,Jawa Timur,4680
06/02/2020 0:00,2,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000028,paracetamol 1 pak,Obat & Alat Medis,18,Jakarta Pusat,P32,DKI Jakarta,15660
06/02/2020 0:00,2,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000030,obat batuk sirup,Obat & Alat Medis,15,Jakarta Pusat,P32,DKI Jakarta,1800
06/02/2020 0:00,2,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000014,telur ayam ras 1 kg,Makanan & Minuman,7,Jakarta Pusat,P32,DKI Jakarta,2800
06/02/2020 0:00,2,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000008,pisang 1 sisir,Buah & Sayur,19,Jakarta Pusat,P32,DKI Jakarta,1140
06/02/2020 0:00,2,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000029,permen herbal 1 pak,Obat & Alat Medis,5,Makassar,P26,Sulawesi Selatan,850
06/02/2020 0:00,2,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000027,masker medis 1 pak,Obat & Alat Medis,13,Makassar,P26,Sulawesi Selatan,7150
06/02/2020 0:00,2,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000037,alkohol,Obat & Alat Medis,4,Makassar,P26,Sulawesi Selatan,920
07/02/2020 0:00,2,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000015,telur ayam kampung 1 kg,Makanan & Minuman,5,Makassar,P26,Sulawesi Selatan,4650
07/02/2020 0:00,2,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000035,hand sanitizer,Obat & Alat Medis,16,Makassar,P26,Sulawesi Selatan,5440
07/02/2020 0:00,2,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000011,semangka 1 buah,Buah & Sayur,7,Makassar,P26,Sulawesi Selatan,210
07/02/2020 0:00,2,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000027,masker medis 1 pak,Obat & Alat Medis,14,Jakarta Pusat,P32,DKI Jakarta,7700
07/02/2020 0:00,2,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000018,jus kesehatan 600 ml,Makanan & Minuman,1,Jakarta Pusat,P32,DKI Jakarta,280
07/02/2020 0:00,2,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000007,ketimun 1 kg,Buah & Sayur,3,Jakarta Pusat,P32,DKI Jakarta,540
07/02/2020 0:00,2,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000039,masker hijab 1 pak,Obat & Alat Medis,9,Jakarta Pusat,P32,DKI Jakarta,1620
07/02/2020 0:00,2,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000036,nebulizer mini 1 buah,Obat & Alat Medis,16,Surabaya,P10,Jawa Timur,10240
07/02/2020 0:00,2,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000020,snack gurih 1 ons,Makanan & Minuman,19,Surabaya,P10,Jawa Timur,3420
07/02/2020 0:00,2,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000012,wortel 1 kg,Buah & Sayur,17,Surabaya,P10,Jawa Timur,2720
08/02/2020 0:00,2,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000018,jus kesehatan 600 ml,Makanan & Minuman,15,Surabaya,P10,Jawa Timur,4200
08/02/2020 0:00,2,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000027,masker medis 1 pak,Obat & Alat Medis,7,Surabaya,P10,Jawa Timur,3850
08/02/2020 0:00,2,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000034,tissue alkohol 1 pak,Obat & Alat Medis,12,Surabaya,P10,Jawa Timur,10560
08/02/2020 0:00,2,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000009,rambutan 1 kg,Buah & Sayur,18,Jakarta Pusat,P32,DKI Jakarta,1980
08/02/2020 0:00,2,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000007,ketimun 1 kg,Buah & Sayur,17,Jakarta Pusat,P32,DKI Jakarta,3060
08/02/2020 0:00,2,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000039,masker hijab 1 pak,Obat & Alat Medis,5,Jakarta Pusat,P32,DKI Jakarta,900
08/02/2020 0:00,2,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000028,paracetamol 1 pak,Obat & Alat Medis,7,Jakarta Pusat,P32,DKI Jakarta,6090
08/02/2020 0:00,2,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000007,ketimun 1 kg,Buah & Sayur,5,Makassar,P26,Sulawesi Selatan,900
08/02/2020 0:00,2,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000016,mie instant 1 kotak (40 bungkus),Makanan & Minuman,9,Makassar,P26,Sulawesi Selatan,42570
08/02/2020 0:00,2,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000015,telur ayam kampung 1 kg,Makanan & Minuman,14,Makassar,P26,Sulawesi Selatan,13020
09/02/2020 0:00,2,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000034,tissue alkohol 1 pak,Obat & Alat Medis,7,Makassar,P26,Sulawesi Selatan,6160
09/02/2020 0:00,2,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000031,termometer mini 1 buah,Obat & Alat Medis,2,Makassar,P26,Sulawesi Selatan,2020
09/02/2020 0:00,2,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000040,perban 1 pak,Obat & Alat Medis,18,Makassar,P26,Sulawesi Selatan,10080
09/02/2020 0:00,2,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000024,bumbu fried chicken,Makanan & Minuman,3,Jakarta Pusat,P32,DKI Jakarta,1230
09/02/2020 0:00,2,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000040,perban 1 pak,Obat & Alat Medis,14,Jakarta Pusat,P32,DKI Jakarta,7840
09/02/2020 0:00,2,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000002,bawang putih 1 kg,Buah & Sayur,12,Jakarta Pusat,P32,DKI Jakarta,2040
09/02/2020 0:00,2,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000029,permen herbal 1 pak,Obat & Alat Medis,12,Jakarta Pusat,P32,DKI Jakarta,2040
09/02/2020 0:00,2,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000023,markisa 600 ml,Makanan & Minuman,20,Surabaya,P10,Jawa Timur,8600
09/02/2020 0:00,2,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000013,susu kotak (800 ml),Makanan & Minuman,12,Surabaya,P10,Jawa Timur,6480
09/02/2020 0:00,2,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000041,oksigen medis,Obat & Alat Medis,5,Surabaya,P10,Jawa Timur,2600
10/02/2020 0:00,2,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000033,pulse oximeter 1 buah,Obat & Alat Medis,18,Surabaya,P10,Jawa Timur,12600
10/02/2020 0:00,2,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000014,telur ayam ras 1 kg,Makanan & Minuman,6,Surabaya,P10,Jawa Timur,2400
10/02/2020 0:00,2,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000004,kacang panjang 1 kg,Buah & Sayur,11,Surabaya,P10,Jawa Timur,3740
10/02/2020 0:00,2,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000029,permen herbal 1 pak,Obat & Alat Medis,4,Jakarta Pusat,P32,DKI Jakarta,680
10/02/2020 0:00,2,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000013,susu kotak (800 ml),Makanan & Minuman,10,Jakarta Pusat,P32,DKI Jakarta,5400
10/02/2020 0:00,2,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000021,kacang goreng 1 kg,Makanan & Minuman,5,Jakarta Pusat,P32,DKI Jakarta,1950
10/02/2020 0:00,2,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000030,obat batuk sirup,Obat & Alat Medis,17,Jakarta Pusat,P32,DKI Jakarta,2040
10/02/2020 0:00,2,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000030,obat batuk sirup,Obat & Alat Medis,4,Makassar,P26,Sulawesi Selatan,480
10/02/2020 0:00,2,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000036,nebulizer mini 1 buah,Obat & Alat Medis,2,Makassar,P26,Sulawesi Selatan,1280
10/02/2020 0:00,2,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000039,masker hijab 1 pak,Obat & Alat Medis,6,Makassar,P26,Sulawesi Selatan,1080
11/02/2020 0:00,2,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000015,telur ayam kampung 1 kg,Makanan & Minuman,4,Makassar,P26,Sulawesi Selatan,3720
11/02/2020 0:00,2,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000003,buncis 1 kg,Buah & Sayur,10,Makassar,P26,Sulawesi Selatan,2300
11/02/2020 0:00,2,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000008,pisang 1 sisir,Buah & Sayur,3,Makassar,P26,Sulawesi Selatan,180
11/02/2020 0:00,2,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000039,masker hijab 1 pak,Obat & Alat Medis,15,Jakarta Pusat,P32,DKI Jakarta,2700
11/02/2020 0:00,2,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000026,minuman probiotik,Makanan & Minuman,18,Jakarta Pusat,P32,DKI Jakarta,540
11/02/2020 0:00,2,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000019,nasi goreng instant (1 ons),Makanan & Minuman,3,Jakarta Pusat,P32,DKI Jakarta,600
11/02/2020 0:00,2,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000029,permen herbal 1 pak,Obat & Alat Medis,11,Jakarta Pusat,P32,DKI Jakarta,1870
11/02/2020 0:00,2,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000020,snack gurih 1 ons,Makanan & Minuman,20,Surabaya,P10,Jawa Timur,3600
11/02/2020 0:00,2,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000035,hand sanitizer,Obat & Alat Medis,8,Surabaya,P10,Jawa Timur,2720
11/02/2020 0:00,2,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000020,snack gurih 1 ons,Makanan & Minuman,7,Surabaya,P10,Jawa Timur,1260
12/02/2020 0:00,2,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000021,kacang goreng 1 kg,Makanan & Minuman,11,Surabaya,P10,Jawa Timur,4290
12/02/2020 0:00,2,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000023,markisa 600 ml,Makanan & Minuman,4,Surabaya,P10,Jawa Timur,1720
12/02/2020 0:00,2,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000033,pulse oximeter 1 buah,Obat & Alat Medis,11,Surabaya,P10,Jawa Timur,7700
12/02/2020 0:00,2,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000002,bawang putih 1 kg,Buah & Sayur,5,Jakarta Pusat,P32,DKI Jakarta,850
12/02/2020 0:00,2,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000020,snack gurih 1 ons,Makanan & Minuman,11,Jakarta Pusat,P32,DKI Jakarta,1980
12/02/2020 0:00,2,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000033,pulse oximeter 1 buah,Obat & Alat Medis,5,Jakarta Pusat,P32,DKI Jakarta,3500
12/02/2020 0:00,2,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000018,jus kesehatan 600 ml,Makanan & Minuman,6,Jakarta Pusat,P32,DKI Jakarta,1680
12/02/2020 0:00,2,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000017,air mineral 600 ml,Makanan & Minuman,20,Makassar,P26,Sulawesi Selatan,600
12/02/2020 0:00,2,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000017,air mineral 600 ml,Makanan & Minuman,7,Makassar,P26,Sulawesi Selatan,210
12/02/2020 0:00,2,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000020,snack gurih 1 ons,Makanan & Minuman,5,Makassar,P26,Sulawesi Selatan,900
13/02/2020 0:00,2,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000022,kacang mete 1 kg,Makanan & Minuman,2,Makassar,P26,Sulawesi Selatan,4240
13/02/2020 0:00,2,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000014,telur ayam ras 1 kg,Makanan & Minuman,19,Makassar,P26,Sulawesi Selatan,7600
13/02/2020 0:00,2,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000013,susu kotak (800 ml),Makanan & Minuman,10,Makassar,P26,Sulawesi Selatan,5400
13/02/2020 0:00,2,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000026,minuman probiotik,Makanan & Minuman,2,Jakarta Pusat,P32,DKI Jakarta,60
13/02/2020 0:00,2,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000019,nasi goreng instant (1 ons),Makanan & Minuman,17,Jakarta Pusat,P32,DKI Jakarta,3400
13/02/2020 0:00,2,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000015,telur ayam kampung 1 kg,Makanan & Minuman,9,Jakarta Pusat,P32,DKI Jakarta,8370
13/02/2020 0:00,2,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000004,kacang panjang 1 kg,Buah & Sayur,20,Jakarta Pusat,P32,DKI Jakarta,6800
13/02/2020 0:00,2,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000004,kacang panjang 1 kg,Buah & Sayur,17,Surabaya,P10,Jawa Timur,5780
13/02/2020 0:00,2,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000011,semangka 1 buah,Buah & Sayur,10,Surabaya,P10,Jawa Timur,300
13/02/2020 0:00,2,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000017,air mineral 600 ml,Makanan & Minuman,4,Surabaya,P10,Jawa Timur,120
14/02/2020 0:00,2,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000027,masker medis 1 pak,Obat & Alat Medis,20,Surabaya,P10,Jawa Timur,11000
14/02/2020 0:00,2,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000037,alkohol,Obat & Alat Medis,11,Surabaya,P10,Jawa Timur,2530
14/02/2020 0:00,2,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000007,ketimun 1 kg,Buah & Sayur,9,Surabaya,P10,Jawa Timur,1620
14/02/2020 0:00,2,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000019,nasi goreng instant (1 ons),Makanan & Minuman,17,Jakarta Pusat,P32,DKI Jakarta,3400
14/02/2020 0:00,2,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000021,kacang goreng 1 kg,Makanan & Minuman,3,Jakarta Pusat,P32,DKI Jakarta,1170
14/02/2020 0:00,2,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000033,pulse oximeter 1 buah,Obat & Alat Medis,11,Jakarta Pusat,P32,DKI Jakarta,7700
14/02/2020 0:00,2,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000021,kacang goreng 1 kg,Makanan & Minuman,6,Jakarta Pusat,P32,DKI Jakarta,2340
14/02/2020 0:00,2,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000006,kentang 1 kg,Buah & Sayur,14,Makassar,P26,Sulawesi Selatan,4620
14/02/2020 0:00,2,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000040,perban 1 pak,Obat & Alat Medis,2,Makassar,P26,Sulawesi Selatan,1120
14/02/2020 0:00,2,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000013,susu kotak (800 ml),Makanan & Minuman,19,Makassar,P26,Sulawesi Selatan,10260
15/02/2020 0:00,2,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000008,pisang 1 sisir,Buah & Sayur,19,Makassar,P26,Sulawesi Selatan,1140
15/02/2020 0:00,2,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000004,kacang panjang 1 kg,Buah & Sayur,15,Makassar,P26,Sulawesi Selatan,5100
15/02/2020 0:00,2,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000008,pisang 1 sisir,Buah & Sayur,4,Makassar,P26,Sulawesi Selatan,240
15/02/2020 0:00,2,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000014,telur ayam ras 1 kg,Makanan & Minuman,12,Makassar,P26,Sulawesi Selatan,4800
15/02/2020 0:00,2,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000003,buncis 1 kg,Buah & Sayur,3,Jakarta Pusat,P32,DKI Jakarta,690
15/02/2020 0:00,2,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000038,suplemen daya tahan tubuh,Obat & Alat Medis,13,Jakarta Pusat,P32,DKI Jakarta,2860
15/02/2020 0:00,2,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000011,semangka 1 buah,Buah & Sayur,13,Jakarta Pusat,P32,DKI Jakarta,390
15/02/2020 0:00,2,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000002,bawang putih 1 kg,Buah & Sayur,13,Surabaya,P10,Jawa Timur,2210
15/02/2020 0:00,2,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000030,obat batuk sirup,Obat & Alat Medis,7,Surabaya,P10,Jawa Timur,840
15/02/2020 0:00,2,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000032,tissue wajah 1 pak,Obat & Alat Medis,11,Surabaya,P10,Jawa Timur,2090
16/02/2020 0:00,2,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000011,semangka 1 buah,Buah & Sayur,15,Surabaya,P10,Jawa Timur,450
16/02/2020 0:00,2,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000005,kacang hijau 1 kg,Buah & Sayur,17,Surabaya,P10,Jawa Timur,5780
16/02/2020 0:00,2,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000006,kentang 1 kg,Buah & Sayur,5,Surabaya,P10,Jawa Timur,1650
16/02/2020 0:00,2,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000033,pulse oximeter 1 buah,Obat & Alat Medis,10,Surabaya,P10,Jawa Timur,7000
16/02/2020 0:00,2,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000015,telur ayam kampung 1 kg,Makanan & Minuman,14,Jakarta Pusat,P32,DKI Jakarta,13020
16/02/2020 0:00,2,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000022,kacang mete 1 kg,Makanan & Minuman,5,Jakarta Pusat,P32,DKI Jakarta,10600
16/02/2020 0:00,2,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000024,bumbu fried chicken,Makanan & Minuman,10,Jakarta Pusat,P32,DKI Jakarta,4100
16/02/2020 0:00,2,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000037,alkohol,Obat & Alat Medis,9,Makassar,P26,Sulawesi Selatan,2070
16/02/2020 0:00,2,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000018,jus kesehatan 600 ml,Makanan & Minuman,9,Makassar,P26,Sulawesi Selatan,2520
16/02/2020 0:00,2,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000008,pisang 1 sisir,Buah & Sayur,18,Makassar,P26,Sulawesi Selatan,1080
17/02/2020 0:00,2,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000013,susu kotak (800 ml),Makanan & Minuman,6,Makassar,P26,Sulawesi Selatan,3240
17/02/2020 0:00,2,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000015,telur ayam kampung 1 kg,Makanan & Minuman,17,Makassar,P26,Sulawesi Selatan,15810
17/02/2020 0:00,2,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000004,kacang panjang 1 kg,Buah & Sayur,6,Makassar,P26,Sulawesi Selatan,2040
17/02/2020 0:00,2,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000012,wortel 1 kg,Buah & Sayur,11,Makassar,P26,Sulawesi Selatan,1760
17/02/2020 0:00,2,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000009,rambutan 1 kg,Buah & Sayur,3,Jakarta Pusat,P32,DKI Jakarta,330
17/02/2020 0:00,2,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000021,kacang goreng 1 kg,Makanan & Minuman,12,Jakarta Pusat,P32,DKI Jakarta,4680
17/02/2020 0:00,2,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000035,hand sanitizer,Obat & Alat Medis,20,Jakarta Pusat,P32,DKI Jakarta,6800
17/02/2020 0:00,2,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000010,salak 1 kg,Buah & Sayur,14,Surabaya,P10,Jawa Timur,420
17/02/2020 0:00,2,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000029,permen herbal 1 pak,Obat & Alat Medis,9,Surabaya,P10,Jawa Timur,1530
17/02/2020 0:00,2,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000004,kacang panjang 1 kg,Buah & Sayur,4,Surabaya,P10,Jawa Timur,1360
18/02/2020 0:00,2,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000039,masker hijab 1 pak,Obat & Alat Medis,13,Surabaya,P10,Jawa Timur,2340
18/02/2020 0:00,2,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000038,suplemen daya tahan tubuh,Obat & Alat Medis,10,Surabaya,P10,Jawa Timur,2200
18/02/2020 0:00,2,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000019,nasi goreng instant (1 ons),Makanan & Minuman,14,Surabaya,P10,Jawa Timur,2800
18/02/2020 0:00,2,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000012,wortel 1 kg,Buah & Sayur,17,Surabaya,P10,Jawa Timur,2720
18/02/2020 0:00,2,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000010,salak 1 kg,Buah & Sayur,11,Jakarta Pusat,P32,DKI Jakarta,330
18/02/2020 0:00,2,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000034,tissue alkohol 1 pak,Obat & Alat Medis,11,Jakarta Pusat,P32,DKI Jakarta,9680
18/02/2020 0:00,2,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000026,minuman probiotik,Makanan & Minuman,7,Jakarta Pusat,P32,DKI Jakarta,210
18/02/2020 0:00,2,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000033,pulse oximeter 1 buah,Obat & Alat Medis,6,Makassar,P26,Sulawesi Selatan,4200
18/02/2020 0:00,2,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000022,kacang mete 1 kg,Makanan & Minuman,16,Makassar,P26,Sulawesi Selatan,33920
18/02/2020 0:00,2,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000005,kacang hijau 1 kg,Buah & Sayur,13,Makassar,P26,Sulawesi Selatan,4420
19/02/2020 0:00,2,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000035,hand sanitizer,Obat & Alat Medis,15,Makassar,P26,Sulawesi Selatan,5100
19/02/2020 0:00,2,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000028,paracetamol 1 pak,Obat & Alat Medis,1,Makassar,P26,Sulawesi Selatan,870
19/02/2020 0:00,2,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000032,tissue wajah 1 pak,Obat & Alat Medis,11,Makassar,P26,Sulawesi Selatan,2090
19/02/2020 0:00,2,CABANG-039,PHI Mini Market - Makassar 01,PROD-0000030,obat batuk sirup,Obat & Alat Medis,6,Makassar,P26,Sulawesi Selatan,720
19/02/2020 0:00,2,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000010,salak 1 kg,Buah & Sayur,20,Jakarta Pusat,P32,DKI Jakarta,600
19/02/2020 0:00,2,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000039,masker hijab 1 pak,Obat & Alat Medis,5,Jakarta Pusat,P32,DKI Jakarta,900
19/02/2020 0:00,2,CABANG-047,PHI Mini Market - Jakarta Pusat 01,PROD-0000025,susu kotak 1 l,Makanan & Minuman,5,Jakarta Pusat,P32,DKI Jakarta,2350
19/02/2020 0:00,2,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000036,nebulizer mini 1 buah,Obat & Alat Medis,3,Surabaya,P10,Jawa Timur,1920
19/02/2020 0:00,2,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000017,air mineral 600 ml,Makanan & Minuman,17,Surabaya,P10,Jawa Timur,510
19/02/2020 0:00,2,CABANG-065,PHI Mini Market - Surabaya 01,PROD-0000039,masker hijab 1 pak,Obat & Alat Medis,20,Surabaya,P10,Jawa Timur,3600
